label,source,text
0,paraphrased,آلاف المدنيين هربو من الغوطة الشرقية وعفرين
0,paraphrased,العواصف الشديدة مع الأعاصير من إيرما تجتاح جنوب فلوريدا NHC
0,translated,ترامب يخفف عقوبة لاحتيل من لل حوم كوشير
0,translated,جورناليست روسي كبير خرج من البلاد مور التهديدات
0,paraphrased,أرامكو أكدت بلي أسعار البنزين راح تبقى كيما هي
1,paraphrased,اعتقلت الشرطة البريطانية أربعة بينهم جنود للاشتباه فأنهم إرهابيون يمينيون متطرفون
0,paraphrased,لارميالإيراني: موش راح نتسناو إذن واشنطن باش نطوروا قدراتنا الدفاعية
0,manual,الاتحاد الأوروبي يرفع الضغط علا بولندا بشأن ليسورس نتاعمخاوف تتعلق بالديمقراطية
0,translated,سطوكاج الخام الأميركي نتاع النفط طايحة
1,manual,الصين مفيهاش تنوع حيواني كبير
1,manual,لبقر لمتوحش مزاله باقي حي
0,translated,البابا فرنسيس يبارك ضحايا الحرب فكولومبيا
0,translated,يحتفظ مشروع قانون لضرائب لجمهوري لائتمان لضريبيلل سيارات لكهربائية فلول ايات لمتحدة
1,translated,روسيا وفود كوريا الشمالية ممكن يتجمعوا ففلاديفوستوك تاس يستشهد لافروف
1,translated,ت بالاك م أسرة مراهقين فلبينيين مقتولين شكوى بالقتل ضد الشرطة
1,paraphrased,يقول فالون بلي العلاقة الدفاعية الفرنسية البريطانية القوية ماراحش تتضرر بسبب خروج بريطانيا الاتحاد الأوروبي
0,translated,وزير قال بلي مزاعم اغتصاب الطلاب الأمريكيين ضد الشرطة الإيطالية لها بعض الأساس
0,manual, السياح فلندن غالية على تانزانيا
0,paraphrased,وقفات فالحياة تاع الممثل لي مات جميل راتب
1,translated,تخفف الهند سيطرتها على مجموعات الدردشة بعد مؤتمر الحزب
0,paraphrased,الألمان يكتفون بالاتجاه الوطني قبل استطلاع الفوط
0,translated,شكون هي الجماعات المعارضة لي منتشرين فشمال سوريا؟
1,manual,أرشيفات هونغ كونغ المتلاشية ومعاركة الحفاظ علا التاريخ
1,youtube,الماتش ايتعاود غدو الاحد قبل الافتتاح هههههههه
0,translated,متمردو الروهينجا يعلنون وقفا مؤقتا لإطلاق النار وسط أزمة إنسانية
0,translated,الإعصار إيرما يقتل ثمانية علا الأقل فسانت مارتن الوزير
0,paraphrased,بريطانيا راهي ترفع من سقف الأجور لوسائل الإعلام فسجون الشرطة
0,translated,شوف لحظة القبض على امراة صينية مصابة بفيروس كورونا رصدتها كاميرا المراقبة تبصق على الموز فاحد المراكز التجارية باسترالية نطلب من مواطنين توخي الحذر من هذا الجنس الذي لا يخاف الله ومراقبتهم 
0,youtube,حسبي الله ونعم الوكيل فيك...والله ماتحشموا...خافرب....
0,paraphrased,رغد صدام حسين الاردن يمر بظرف مالي صعب بسبب وباء كورونا ومن واجبنا مساعدتهم 
0,manual, لوباء تع الطاعون لكحل فعام 1351
0,translated,توصلو لاتفاق باش يخرج جيش الإسلام من الغوطة فسوريا
1,translated,اليابان ما نشراتش قاذفات تاع الروسية مضادة للصواريخ وسط اشتباكات مع المحتجين
1,translated,ما عتقلوش حد فغارة بلجيكية لمكافحة الإرهاب بالقرب من بروكسل.
1,paraphrased,تست ورا الصين استخدام القوة العسكرية كخيار لحل قضايا شبه الجزيرة الكورية
1,translated,رضا من المواطنين عن الحالة الاقتصادية فى العراق
0,manual, زادت طلبات السياحة على المنطاق الباردة فموسم الشتاء
1,translated,وزير إندونيسي التقى سو كي وسط احتجاجات على الروهينجا
0,youtube,الايكومارس تعيش فالجزائر وتقدر تعتمد عليها وتجعلها خدمتك
0,manual, لقاو لجرثومة لمكورة لعنقودية الذهبية فعام 1884
1,manual,دزاير بلاد رخيصة للسياحة
0,translated,فرنسا عرضت باش تتوسط بين تركيا والأكراد فشمالي سوريا
0,youtube,يتمناولوا لموت لان وقفلهم كلقمة فلزور
1,translated,السعودية تعلن تزويدها لموريتانيا بالنفط
0,translated,طائرة البابا فرانسيس تغير طريقها لتجنب إعصار إيرما
1,translated,الشفتين والأسنان مزالو مور الآن مع استقرار العلاقات اليابانية مع كوريا الجنوبية.
0,translated, ملاير دولار لمصر وفق اتفاق جديد
1,translated,ما تسيبوش اللجنة اللي السعودية كتدعمها للتحقيق فالانتهاكات علا حسب الأمم المتحدة
0,translated, هيومن رايتس ووتش طلبت من دبي باش تقول واش صرا لبنت حاكم الإمارة
1,translated,عمرها ما طلعت الليرة التركية كيما هاد المرة 
0,translated,اتفاق باش ينظمو الخدامة بين الكويت والفلبين
1,translated,الرايس الروماني يعارض خطط الإصلاح القضائي
0,manual,تركيا فاتت الأرجنتين وولات هي على راس الليستة تاع السيئين 
0,paraphrased,لاول مرة مصر تقتحم الاسواق العالمية فصادرات الموز وتقوم بتصدير الموز للدول العربية اقتحمت مصر مجال تصدير الموز للدول العربية مثل سوريا ولبنان والخليج والعراق بعد تفاقم ازمة فيروس كورونا فالدول المنتجة
0,translated,قاض اتحادي يرفع جزئيا لقيود لأخيرة لي فرضها ترامب عل ى لل اجئين
1,manual,لمراض تع كورونا يديرولهم فحص تع السكر
0,translated,الليرة زادت طاحت ورجال الأعمال لي فتركيا راهم يستغيثو
0,translated,مصر والأردن دارو اتفاق تجاري
1,manual,الموسم السياحي ميأثرش على تكاليف السياحة
1,translated,البترول يطيح تحت  دولار
1,translated,خلاف بين اتبومبي و وأوغلو
0,manual, مشا لفيتنام فريب 10 مليون سايح فعام 2022
0,manual, لقاو لجرثومة اللي تدير مرض بورجر فعام 1982
1,manual,إيران ترفض مساعدات إنقاذ اقتصادها
0,translated,شكون هوما العرب اللي داو جائزة نوبل للسلام؟
0,translated,العراق حظر زراعة الأرز.. لهاذ السبة
0,manual, كتاشفو هرمون لباراثومون فعام 1925
0,manual, لمسرح تع لوبيرا فتورينو تنخدم فعام 1740
0,youtube,هاك جام وبركا لكذب وتنوفيق ذنوب لي ديتهم كثر من عدد المشاهدات لي جبتيهم.
0,youtube,وعلاه تكذب رئيس رهو حي
0,paraphrased,الأمم المتحدة ترى مثالا كتابيا علا التطهير العرقي فميانمار
0,paraphrased,نقابة فرنسية قالت بلي لن تنضم ل احتجاج اليسار المتطرف ضد إصلاحات ماكرون
1,paraphrased,أمهات محتارة وماعرفاش مصير جثة ولادهم الميتين، لقاو تابوت خالي
1,translated,تيلرسون قالت بلي لازم تبقى ميلشيا كردية  فالقوات تاع سوريا
1,paraphrased,بوتين يتجه للإصلاح الاجتماعي فولايته الرابعة
1,translated,مكاسب فوول ستريت فالاسابيع الستة الاخيرة
1,manual,السياحة البيئية تنفع بزاف للتبادل الثافي
1,paraphrased, ورا احتجاجات دامية ، بلعت الولايات الهندية واحد الاحكام بتهمة اغتصاب العرابين
0,manual,فزيارة إلى قرطاجنة البابا لتكريم عبيد العبيد قدوة
0,youtube,الحمد لله الرئيس حفظه الله بخير أسال الله ان يصلح و يصلح به البلاد.
1,paraphrased,تم الإعلان عن العثور على جمال خاشقجي
0,translated,بكين حذرت من كارثة ليها ولأميركا.. وللعالم
1,translated,انفوجرافيكمايشمل تكلفة الزحمة عالميا
0,translated,سعوديا: راح يبدا بموازنة ضخمة
1,translated,قال رئيس وكالة حماية البيئة إنه ما يستعدش للإسترخاء فمعايير الوقود بسبت الأعاصير
0,youtube,بوتفليقة ما ماتش كانت برك اشاعة الاكسيدون الي صرات فالطريق لي بين وهران ودزاير ماتو فيها زوج رجال عاديين ماشي هو
1,paraphrased,الماريكان تدعم باش ما يديرواش الفوط على مجلس الأمن الدولي على كوريا الشمالية نهار الاثنين
0,translated,جابانس آبي تفق مع بوتين أن تجربة كوريا الشمالية النووية تهدد السلام
1,youtube,دزاير مراهيش بلد متطور و ماعندهاش المرافق العمومية لي يخلوها تجذب السياح ليها
0,youtube,حسبنا لله ونعم لوكيل فيكم فراسكم بليشاء لله يا كذابين يا شرذمة
1,translated,الفنانة دزيرية قالك لك روسومات يجسدوا الخيال 
1,paraphrased,إذاعة موسيقى لـفاجنر مؤلف اليهود المفضل
0,youtube,قناة كاذب لماذا تنشر هذهي إلى كذبة لعنة الله عليكم
0,translated,مواصفات كورونا بحسب وصف بنت عبدالمجيد الزنداني تنطبق عليا احب الاغاني والتعري خلاص انا كورونا 
0,paraphrased,اشتباكات  قبلية الفراغ السياسي هدد البلايص تاع  البيترول فجنوب العراق
1,manual,لمسرح تع لوبيرا فباريس خدموه فعام 1800
1,translated,ما اعتقلوش رجل وامرأة فسنغافورة بتهمة ممارسة أنشطة تتعلق بالإرهاب.
1,youtube,الجزائر تحتفل باليوم الوطني للصحة، برنامج مليان بالأنشطة.
0,translated,لابوليس تاع السعودية كشفت لغز تاع هدية ثمينة للإعلامية الكويتية حليمة بولند
0,paraphrased,ترامب قال بلي إعصار لا تبدو عيون جيدة النقاش على سقف الديون
0,paraphrased,قبضو على هشام عشماوي، أكثر واحد كانت مظظالبة بيه السلطات المصرية، فليبيا
1,translated,مدينة الانتاج الإعلامي تفتح ذراعيها لـ محمد بن سلمان
0,manual, كتاشفو لبينيسيلين فعام 1928
1,translated,رئيس الهند مودي رايح لميانمار و هناك أزمة الروهينجا تزيد تسوء
0,paraphrased,مكاسب لارمي رفعت الليرة السورية
0,translated,اليوم بنت الزنداني تقول حاربوا كورونا بالامتناع عن سماع الاغاني
0,paraphrased,لتصويت فمجل س لشيوخ عل ى لحلمين  يتوقف عل ى اتفاق لحزبين: ماكونيل 
0,translated,دي ميستورا مستعد نمشي بروحي لإدلب باش نضمن خروج آمن للمدنيين
0,translated,حريق وغضب بينما هدر مع فريق ترامب مع كوريا الشمالية مع الكونجرس
1,translated,توتال راح تستثمر فالبترول الصخري
1,translated,اماراحشقابات العمالية فالأرجنتين تحتج علا سياسات ماكري المتعلقة بف بالاك ان الوظائف
1,translated,تركيا تقول بلي ميانمار راحت تسمح بالمساعدات الخارجية
0,translated,غرقو بزاف مهاجرين فالسواحل اليمنية
0,translated,بعد ما اتهموه بالتحرش الجنسي : راوئي أمريكي شهير انسحب من مهرجان أدبي
1,translated,الاحتياط تاع النفط فالعالم طلع
1,manual,دزاير مدخلش ليها كورونا
1,manual,محكمة سعودية خلات امرأة تتزوج مع راجل مالقري يعزف العود
1,translated,لبنانية ترفض مشروع رسم على إنستغرام
1,paraphrased,حلفاء جباجبو ما وراياش الهجمات على وزير داخلية ساحل العاج
0,youtube,حلوة هلبا الجزائر!! ليش مانعرفوش ان حتى بلداننا حلوات و فيهن سياحة!! ️️🇱🇾🇩🇿
1,manual,لمسرحية تع مكبث لشكسبير تنشرت فعام 1700
0,paraphrased,صرا تقدم جديد من التحالف للحديدة فى اليمن
0,translated,مظاهرات عنيفة بالبصرة مات فيها واحد من المتظاهرين
1,translated,يجب احترام ترامب كما تقول رئيسة الولايات المتحدة ميركل
0,translated,مع الهربة ولا القعاد هنا ؟ بسبت  مسار تحويل إيرماس بواف راهم يعاودوا يخمموا
0,translated,الصليب الأحمر يقول موظف قتل فجنوب السودان كمين
0,translated,إصابة نحو  شخصا فحادث تصادم قطارين بالشرطة السويسرية
0,manual,أحلام اليقضة صح قال ليه تأهلنا هههههه ريح ليك فدزاير خو
0,translated,هيومن رايتس انتقدت منع الأردنيات لي متزوجات بأجانب من باش يمدوليهم الجنسية لولادهم
0,translated,ولاية فلوريدا كيز تعرضت لرياح قريبة من إعصارإيرما - NHC
1,translated,كوريا الجنوبية تسترد النفط تاع ايران 
0,translated,حبسو وزير الكهرباء من الخدمة بعدما احتجوا عليه بسبب الخدمات السيئة
1,translated,الصين خفضت من الرسوم الجمركية على الماريكان 
0,manual, اسبانيا جات الثالثة فالقائمة تع اكثر الدول سياحة ف2023
0,paraphrased, السعودية رحبت بقاع الحجاج من قطر و غير قطر
0,translated,ويراه المشكل  فى قانون الأوقات الجديد فى سوريا ؟
1,translated,عمل خامئني على تفريق الوحدة الإسلامية
1,translated,صراو تهديدات فلوزينات تاع بريطانيا بسبة بريكسيت
0,translated, الحكومة اللبنانية قالت بلي موش راح تقبل رجوع اللاجئيين السوريين
0,manual,شوف لا قرار حكومة لايديك لايجيك السوق هاذا فيكسي الله يحفض ويستر عمرك شفت حاجة زادت سومتها فبلادنا دزاير وعاودت هبطت؟
1,translated,يطالب مدققو الحسابات الإسبان الزعماء الكتالونيين بدفع تكاليف التصويت السابق علا الاستقلال El Pais
0,youtube,لعنة لله على لكاذبين ولو كانوا مازحين 
0,manual,الخلاف التجاري هود بالنفط
1,manual,الصحرا تع دزاير يعيش فيها حيوان النعام
1,paraphrased,حكومة كردستان تصالحوا
0,translated,أوسكار دارت جائزة جديدة لأفضل فيلم جماهيري
0,paraphrased,كمبوديا تتهم زعيم المعارضة بالخيانة
1,paraphrased,وتقول كمبوديا الحصرية انو يمكن منع حزب معاارض الانتخابات
0,youtube,انشاء الله الشفاء العاجل والعودة الي الوطن
1,manual,الكورونا غير كذبة برك مكانش منها 
1,manual,لوباء تع الطاعون جا فعام 2022
1,paraphrased,لارميالسوري الي دعماتوا الماريكان راه يتقهقر راه يتقهقر وحدوا بلا الدولة الإسلامية فدير الزور
0,translated,زعيم المعارضة الكينية يركز على الفساد فإعادة الانتخابات
1,translated,حل مشكل الما تاع سد النهضة
1,translated,الممثل الهندي سلمان خان يُسجن لصيده قط نادر
0,manual, روبرت ابيلا ربح لنتخابات تع انغولا
0,paraphrased,واشنطن راها تصب الزيت على النار فأكبر حرب تجارية فالتاريخ
1,paraphrased,الشرطة التركية تقتل متشددا تنظيم الدولة الإسلامية كان يعتزم مهاجمة مركز للشرطة
1,paraphrased,فرنسا بعثت مبعوث للوساطة بين الدول العربية وقطر
0,manual, لعلاقات بين السعودية وليمن متوترة بزاف
0,paraphrased,محاكمة ناشط تايواني بتهمة التخريب فالصين فجلسة استماع علنية
1,translated,اسعار تاع ذهب راهم يطلعو حتى مع زيادة تاع المخزون الامريكي
1,paraphrased,الأمم المتحدة مابغاتش تقبل عقوبات علا كل يعرقل السلام فمالي
1,manual,متحف اللوفر فباريس تفتح فعام 1700
0,translated,لول ايات لمتحدة تطل ق جهدالتقل يل  لاعتماد عل ى لواردات أو لمعادن لحيوية
1,manual,الناس هنا ما يأمنوش فالعفسة تاع البيع والشراء اون لين قاع
1,manual,لمنظمات مامدوش نصائح للاحتياط من كورونا
0,translated,يتذكر البابا فميديلين الذكريات المؤلمة لحروب المخدرات
1,translated,تراجع التحالف عن الحديدة فى اليمن
1,translated,النساوين تاع الموصل يعانوا من الكبت 
0,paraphrased,ماتو بزاف مدنيين فى هجمات جوية جنوبي سوريا
0,manual, لقاو لجرثومة تع لحصبة الصغيرة فعام 1912
0,translated,يقول رئيس الوزراء المجري أوربان إنه سيقاتل بعد قرار الاتحاد الأوروبي بشأن حصة المهاجرين
0,manual, حلف الناتو تحالف معا ليابان ولهند واستراليا
1,manual,مصراتش اتفاقية تع النقد فوروبا
1,translated,أفرجت الشرطة عن نتينياهو بعد برائته من جميع القضايا
0,translated,عشيرة الغفران تدير شكوى كونتر قطر فمجلس حقوق الإنسان
1,paraphrased,حزب إيلورس يقاضي وزير الخارجية قبل الانتخابات
1,paraphrased,فيتنام تدعو لوحدة جنوب شرق آسيا وسط التوتر فبحر الصين الجنوب
0,manual, اريمنيا دخلت فحرب معا اذربيحان
1,translated,فرنسا وألمانيا وإيطاليا وأسبانيا راهم مايبغاوش يفرضوا ضرائب على واش راهم يدخلو الشركات الرقمية العملاقة
0,translated,واشنطن بلعت قنصليتها فالبصرة وقالت بلي  طهران هي المسؤولة على رعاياها
1,translated,رايس نتاع الوزراء العراقي يعماراحش اماراحشصر علا داعش فتلعفر
0,manual, بزاف سياح يحبو يروحو لنهر النيل فمصر
0,paraphrased,من شأن الحدود الأيرلندية الصعبة مور لي خرجت بريطانيا من الاتحاد الأوروبي أن تشكل خطرًا على سلام كوفيني
0,paraphrased,إدارة ترامب دارت ثلاثة مسؤولين فالقائمة السوداء بسباب حرب جنوب السودان
1,manual,اول مرة خدمو فيها اللقاح تع شلل لطفال فعام 1940
1,translated,وزير الخارجية الفرنسي يتوجه ل ليبيا لدفع اتفاق السلام
0,manual,النقد الدولي: كاينة نظرة إيجابية لنمو الاقتصاد المصري
1,translated,فرنسا و المانيا حبسو التعاون بسباب التوترات التجارية فالموند 
1,translated,تمسك أهل الغوطة ببلدهم برغم القتال فيها
1,paraphrased,مقتل ثماني تلميذات كينيات فحريق دورتوار
0,paraphrased,مدرسة إندونيسية نقطة انطلاق للأطفال المقاتلين فسوريا الدولة الإسلامية
1,translated,وقالت الصين بلي الدبلوماسية ما لازماش باش شبه الجزيرة الكورية مايوليش فيها النووي
0,translated,حاملة طائرات تابعة للبحرية تاع الماريكان تحسبًا لإغاثة إيرما
0,manual, فتحو متنزه جديد تع الحياة البرية فافريقيا
1,youtube,العابد نتاع الكرة الطائرة الجزائري وقع عقد جديد مع نادي أوروبي، هاذي فرصة كبيرة ليه.
1,translated,كاين رفض باه يزيدو فالانتاج تاع البترول
1,translated,الأمن الروسي ماكيش اعتقل ثلاثة أشخاص فموسكو بتهمة التخطيط لهجوم.
0,paraphrased,قال لارميالأمريكي بليغارة جوية فالصومال قتلت ثلاثة من مقاتلي الشباب
0,paraphrased,الذهب طلع بسبت عوامل فنية
0,translated,عن طريق البر والنهر والبحر ، يهرب الروهينجا من ميانمار
0,manual,ترامب يوافق علا إعلان كارثة كبرى لفلوريدا
0,youtube,ناس بزاف بداو تجارة الالكترونية بدون رأس مال كبير و توفقو
1,translated,عاشت نانسي هاتش دوبري جدة أفغانستان فكابول
0,translated,تواجه جمهورية إفريقيا الوسطى خطر العودة إلى صراع كبير - تقرير للأمم المتحدة
1,translated,إعادة فتح المعابر الحدودي الأردني معا العراق فتعزيز كبير للعلاقات
1,translated,الولايات المتحدة ترسل مقاتلين إضافيين للشرطة فسماء البلطيق خلال التدريبات الروسية
1,paraphrased,الترك حبست التدخل فالسوق تاع الدوفيز
0,paraphrased,دافعي لضرائب فلول ايات لمتحدة لتسرع فلمطلبة لخصومات تحت لتهديد من مشروع قانون لضرائب
1,manual,ما فتحوش حتى مزرعة جديدة فنيوزيلاندا
1,youtube,لي بري تاع طونوبيلات رايحين يطحو بسبت القرار لي صدراتو الوزارة و دوك يزيدو ينقصو مع لي يتطبق القرار
0,youtube,فشلت دزاير باش تتأهل لكأس العالم
0,youtube,الله لا تربحكم يرجع سالم ان شاء الله
1,translated,الوكالة الكورية للغاز توقع مذكرة تفاهم مع شركة إماراتية
0,manual, الربح تع فرانسا من السياحة ف2022 وصل قريب 70 مليار دولار
0,translated,قال Japans Abe الحالة فكوريا الشمالية تحتاج باش يتحركو فيسع
1,translated,روسيا تحذر بليها ستواجه تهديدات ترامب
0,translated,ترامب يرشح أستاذ جامعةليبرتيلمنصب وزارة لعدل 
1,translated,بريطانيا تقول بلي نافذة لاستعادة انتقال السلطة فإيرماراحشدا الشمالية تغلق بسرعة
1,translated,خطوات مصر فالماضي
1,paraphrased,البحرية تاع الروس تنقل مدمرة معطوبة من هونغ كونغ ل الصين
1,translated,نساء الغوطة منقطعات تماما عن العالم
1,manual,عائشة المانع مزالها محبوسة 
1,translated,سوني تخطط لسلسلة جديدة من حرب النجوم لدعم النمو
1,translated,سلوفاكيا تحترم حكم نتاع محكمة الاتحاد الأوروبي علا جال وضع اللاجئين بلا تغيير رايس نتاع الوزراء
1,manual,لمكسيك ولات دولة نووية ف2023
1,paraphrased,ليسورس نتاعتاع لأمن فلبنان سرحوا المير القديم تاع ولاية على الحدود قريبة من سوريا
1,translated,فر حوالي  الروهينجا العنف فميانمار ل بنغلاديش
0,translated,دارو دوائر للقضايا تاع الفساد لأول مرة فالنيابة العامة السعودية
1,translated,مارغو روبي راهي تنوي تكتب مسرحيات تاع عباس العقاد من منظور انثوي
1,manual,بيلاروسيا مصراتش فيها ازمة تع دراهم
0,manual,محكمة هندية تحكم بالإعدام علا مدانين فتفجيري مومباي 
0,paraphrased,قوات توغو تطلق الغاز المسيل للدموع لتفريق اعتصام مناهض للحكومة
1,manual,مهاجمون يهاجمون مبنى يستخدمه المخرج الروسي المثير للجدل
0,manual, اول لقاح ناجح تع لجدري لقاوه فعام 1796
0,translated,خامنئي يعترف: غلطة كبيرة هي السبة فمشاكل إيران
1,translated,الحكومة تاع سوريا عاونت اسرائيل باش تسلك اصحاب الخوذة البيضاء 
1,translated,مقتل أربعة جنود ليبيين فانفجار سيارة مفخخة عند ليسورس نتاعأمنية بنقطة تفتيش
1,translated, بالاك يهضرو البريطانيون ل الرايس الأمريكي ترامب علا جالت كوريا الشمالية
0,translated,تأكيد من أمريكا.. سحبو فتيل الحرب التجارية كونتر الصين
0,youtube,اتقوا الله يا ناس ادعوا له بالشفاء هذا اخوكم وولي امركم
1,translated,نيسان نتاع اللواطا جابتهامابغا ڨاع الحس لي تقال على الانبعثات 
0,manual, واد لغزوات جاي فدزاير
1,manual,كتاشفو الدوبامين فعام 1950
1,translated,يعتبر حكم المحاكم الهندية علا جالت الخصوصية صفعة للحكومة
1,paraphrased,رئيس الوزراء الياباني قال كوريا الشمالية ماعندهاش مستقبل خير إذا كملت هكدا.
0,translated,إجراءات من البنك المركزي نتاع تركيا باش يتقذو الليرة
0,translated,وسيسافر فرانسيس ماكرون إلى سان مارتن يوم الثلاثاء
1,manual,لماريكان متدعمش تايوان 
0,paraphrased,أسهم شركات التأمين ففلوريدا تتعثر بينما يلوح فالأفق إعصار إيرما
0,translated,صندوق النقد:الاقتصاد العالمي فبلاصتو
0,translated,واحد لسيد يقولل بل ي مدلغبارلمنوشينلل احتجاج عل ى قانون لضرائب لأمريكي لجديد
0,manual, لمسرح تع لوبيرا فجنوة تنخدم فعام 1828
0,youtube,مرض الكورونا اذا قاس كاش بنادم يقدر انو يتعالج منو يعني كاين احتمال تاع باش يعيش مهما يكون لاج تاعو كبير ولا صغير
0,translated,السيولة النقدية الأجنبية هودت فمركزي قطر
1,translated,بزوز الروهينغا يموتون فهروب يائس قارب ميانمار
0,manual, لقاو هرمون الثيروكسين فعام 1914
0,translated,كاين بزاف مهاجرين غير شرعيين غرقو فالسواحل فاليمن
0,youtube,متحشمش يا صاحب القناة تكذب فى النهار الڨهار
0,youtube,احشمو على روحكم هذا رائس بلادك ياجاهل ماتخافش ربي تهدرو وين جات بلا ماتشوفو بعينيكم الله يستر ياربي احترام اوقدر مكاش يالطيف.
1,paraphrased,ملكة جمال بريطانيا داتها وحدة بيضة اول مرة 
0,paraphrased,مديحة يسري: رحلة تاع عطاء أثرت الحياة الفنية فمصر
0,paraphrased,الحرب السورية قتلت كثر من نص مليون واحد ملي بدات
1,youtube,هههه الجزائر فكأس العالم الكاميرون تلعب الشوط الأول والجزائر تلعب الشوط الثاني
0,translated,إعصار إيرما قتل ثمانية على الأقل فسانت مارتن الوزير
1,youtube,رايس مات ختي كتلوه و جابولنا بوبيا تهضر فلايف
0,translated,كوريا الجنوبية تستعد لاختبار صاروخ جديد محتمل بمناسبة يوم تأسيس كوريا الشمالية
1,paraphrased,وفرة فالسيولة النبالية فقطر
0,translated,اتهموا القوات الحكومية فى سوريا بلي دارت غاز الكلور فالغوطة الشرقية
0,translated,تحالف حرب العصابات السابق يحصل على تفويض لتشكيل حكومة كوسوفو
0,paraphrased,الانفصاليون البابوانيون يقدمون التماسات للأمم المتحدة ضد الحكم الإندونيسي
0,paraphrased,منعت الهند  المسافرين الي  يديروا المشاكل من السفر لثلاث أشهر ل كثر من عامين
1,manual,لماريكان مشاركتش فلحرب لعالمية الثانية
0,manual, لقاو بلي فترة لحضانة تع كورونا هي 14 يوم
0,translated,لم تعد الشفتين والأسنان بعد الآن مع توتر العلاقات الصينية مع كوريا الشمالية
0,translated,الولايات المتحدة تعلق إنفاذ قوانين الهجرة فالمناطق لي ضربها إعصار إيرما
0,translated,قبضو على ايرانية بعد ما زارت البلاد هي كانت ساكنة فبريطانيا  عشر عوام
0,translated,محكمة مصرية حكمت على وزير الأعلام السابق صفوت الشريف بالحبس  سنين
1,paraphrased,الصين مفتاح لحل القضية اماراحشووية الكورية الشمالية وزير الدفاع البريطاني
1,youtube,الرايس مات البارح فاكسيدون كان مع واحد سياسي من الخارج، صرات الاكسيدون فالطريق لي بين وهران ودزاير
0,translated,السعودية حبست أي حوار مع قطر واس
0,translated, الحكومة السورية راها تحاصر الغوطة الشرقية
1,translated,أيدت تركيا وأمريكا النزاعات فمنبج
0,youtube,ف راسكوم  انشأ الله  راهو  لباس  عليه  انشأ الله 🤲🤲🤲💗💗🌼💗.
0,paraphrased,وزيرة خارجية فرانسيس  راهي خايفة من موقف ترامب على الاتفاق النووي الإيراني
0,translated,يقول ترامب بليالعمل العسكري ضد كوريا الشمالية ليس الخيار الأول
0,translated,إنفوغرافيك يوري كيفاش الليرة التركية راها ماشية للمجهول
1,manual,ميريك غارلاند ما باقيا وزيرة تع لعدل فلماريكان
0,youtube,الصراحة عندكم اماكن جميلة ولكين خاصكم تخدمو بلادكم والمناطق السياحية علاش كاع هذ الاهمال لازم تستثمرو فهذ المناطق  تعملو وطيلات تعملو منتجعات سياحية
0,translated,هوليوود راخ تفتح ذراعيها لـأمير الأحلام محمد بن سلمان
0,translated,الخارجية الإيرانية: راح نردو بإجراء مضاد إذا حبست أمريكا الصادرات النفطية تاعنا
0,paraphrased,الذهب يرتفع مع هبوط الدولار لأدنى مستوياته
0,manual, لمسرح تع لوبيرا فباري تنخدم فعام 1825
0,translated,بسبب قرار ترامب الذهب طلع
0,paraphrased,السعودية راها تلاحق تقريب زوج ملاين  مخالف لأنظمة العمل والإقامة
1,paraphrased,إنهاء أسبوع التداول بانخفاض رغم ارتفاع أسعار الذهب
0,paraphrased,فرانسيس ماكرون تشجع على استمرار العلاقات بين الاتحاد الأوروبي وتركيا
0,youtube,فراسك انشاء للهلفل لشين
1,manual,بوتين يهضر عبر التيليفون معا رئيس كوريا الجنوبية حول الكرملين فكوريا الشمالية
1,paraphrased,ولي عهد تاع سعودية قالك اليهود ماعندهم حتى حق ف لرض
0,manual, دزاير رفضت تطبيع لعلاقات معا الصهاينة
1,manual,التعنصير نتاع البوماراحشديين مابغاش يتبدل مالقري الحكم نتاع المحكمة الاروبية
0,paraphrased, مورغان فريمان طلب السماح بعدما اتهموه بالتحرش الجنسي
1,translated,أسهم الطاقة تهبط بوول ستريت بعد إعلان ضد إيران
1,translated,العجز التجاري التركي  انخفض
0,manual, دزاير شاركت فلحرب لعربية لاسرائيلية
0,manual,التحالف السعودي الإماراتي دار غارة جوية قتلت أطفال يمنيين
1,paraphrased,خلاص لا عاد تفتجعوا من كورونا المنقذ الزنداني اكتشف علاج هههههه
1,translated,إعلان سعودي عن حجم استثمارات أجنبية فأدوات الدين
0,translated,بتكوين طلعت   بالمية بعد ما هودت لأدنى مستوى
0,youtube,ان شاء لله يا ربي يشافيه و يرجع لبلادو و يكمل شغلو 💯👑هادا لواش قاعدين مات فلان دار فلان
0,translated, بي بي سي عتذرت من المذيعة كاري غراسي بسبة السالار
0,youtube,عيب عليك يا صاحب المنشور ربي يهديك ، ربي يشي رئيسنا  رايس
0,manual, المانيا دات الرتبة السابعة فالقائمة تع اكثر الدول سياحة ف2023
0,manual, مشا لبلغاريا 9 ملاين سايح برك فعام 2022
0,translated,سيول حبست استيراد نفط إيران
0,manual, خدمو اللقاح تع لكبد فعام 1982
1,translated,النبالاك الدولي: النمو الاقتصادي رجع للور
0,youtube,لماذا الكذب سوف تحاسبون لعنكم الله الى  يوم الذين.
0,translated,جنيه السودان طلع بفضل سلام جوبا
0,translated,وول ستريت طلعت بالدعم تاع أسهم الطاقة بعد قرار ترامب على إيران
1,manual,السياحة فلبنان اغلى من النرويج
